HM_Si,O2_Blow,BLOW_LIME_MATWEIGHT_Combined,BLOW_IRONOR_MATWEIGHT_Combined,BLOW_DOLO_MATWEIGHT_Combined,BIN2_RELATIVE_LANCE_HEIGHT,BIN3_RELATIVE_LANCE_HEIGHT,Delta_Carbon_Weight,BIN2_SECVENTURIOPENING,HM Temp_Combined,RefractoryLife_Combined,Delta_HM_Bath_Temp,ACTOXYGENMOMENT_DOLO,PreviousHeat_BathTemp,HM_Weight,Total_Scrap,loss_radiation_hm,loss_convection_hm,loss_radiation_vessel,loss_convection_vessel
0.28,14672,16084,7025,6991,239.215,239.59,14493.82276,29.75,1351,1850,314,1300,1657,302,25.25,2.70E+14,106389.6559,1.24E+16,2671607.62
0.3,14467,16156,9118,6988,240.423,239.59,14795.28606,28.583,1364,1851,295,1452,1682,312,25.35,3.50E+14,134077.2432,9.47E+15,1947737.494
0.26,14614,16157,8000,6980,240.508,244.898,14703.58644,30.653,1322,1853,332,1393,1656,308,25.75,2.23E+14,94037.44932,9.68E+15,2087272.569
0.56,14830,18186,8030,8900,240.57,240.472,14199.89684,29.551,1321,1854,340,1687.667,1662,300,25.1,1.80E+14,75943.87,5.77E+15,1231524.365
0.4,14611,15146,7400,5503,240.529,239.59,14035.4039,31.347,1326,1855,351,1303,1642,294,25.35,2.10E+14,87926.77763,1.02E+16,2259854.426
0.27,14850,16168,5323,6999,240.508,239.59,14429.6016,29.776,1319,1856,343,1794,1685,300,24.95,2.97E+14,126130.6877,1.07E+16,2196588.144
0.46,14726,15656,11500,5188,242.59,248.233,14247.21992,33.75,1344,1858,339,2002,1664,299,27.5,3.88E+14,156217.2897,6.64E+15,1413450.738
0.4,14753,15880,11316,6375,246.361,248.804,14996.82602,32.375,1301,1861,381,2017,1659,315,25.35,1.58E+14,69929.00424,4.86E+15,1046103.083
0.52,14638,16761,14001,6291,247.278,250.161,14403.335,35.667,1365,1862,299,3044.667,1652,301,25.35,1.91E+14,73455.97712,4.81E+15,1047575.492
0.4,14672,15147,10718,6213,247.423,247.59,14673.32152,32.5,1339,1863,329,3567.333,1677,308,24.6,2.03E+14,82470.38492,5.99E+15,1247840.846
0.45,14672,15162,10718,6213,247.851,247.519,14560.20548,35.826,1353,1864,336,3567.667,1666,302,25.75,2.35E+14,92593.85172,7.67E+15,1628979.232
0.35,14917,14723,10450,6618,246.923,247.778,14057.70564,34.292,1342,1865,318,3720.5,1664,295,25.2,2.11E+14,85250.29831,9.81E+15,2089861.867
0.38,14759,16145,10434,6062,241.507,239.59,14384.084,30.896,1339,1866,324,1159,1675,301,26.05,2.60E+14,105949.6619,7.30E+15,1525154.546
0.39,15813,16614,6780,8089,239.516,233.319,14592.30886,19.286,1356,878,315,2547.667,1613,305,25.75,2.16E+14,84772.128,8.01E+15,1871976.118
0.52,15072,17079,12978,6820,249.59,250.414,14854.0428,38.851,1418,1875,245,3570.5,1690,308,25.85,2.43E+14,82643.58621,7.26E+15,1467323.196
0.58,15112,17111,12453,6853,246.798,247.59,14978.01024,35.646,1365,1876,285,3333,1670,311,24.6,2.43E+14,92695.82712,6.34E+15,1327775.284
0.46,14458,16996,10901,7018,246.284,247.59,14077.3996,33.184,1335,1878,296,4406.333,1654,292,25.85,4.38E+14,178950.9153,5.83E+15,1257675.497
0.65,15400,19195,16166,7094,246.1,250.757,14924.78356,36.429,1391,1879,271,3459.667,1660,312,26.9,1.72E+14,62415.25069,1.06E+16,2268540.069
0.57,15239,18162,14867,6537,246.526,253.923,14751.60424,36.511,1385,1880,281,3980,1633,307,24.7,5.59E+14,205329.6979,5.26E+15,1182900.404
0.55,15175,18147,15077,7744,244.569,258.531,14742.77404,35.042,1344,1881,302,3997.667,1678,307,27.25,3.69E+14,148118.6271,1.08E+16,2248180.014
0.48,15202,16737,10022,6790,242.798,248.296,14564.99566,31.5,1355,1883,315,5984,1682,303,27.45,4.62E+14,181194.83,7.66E+15,1577743.757
0.52,15457,17147,12450,7540,244.033,240.72,14584.25888,22.417,1381,885,275,6431,1678,305,26.1,2.69E+14,99796.17424,8.45E+15,1753704.441
0.35,15197,17564,9901,7800,232.207,238.364,14870.35476,31.667,1345,1887,317,5708,1660,308,25.5,1.90E+14,76142.34102,8.39E+15,1798253.954
0.33,14435,16089,10924,6092,242.686,237.29,14200.32574,31.896,1400,1888,231,2720,1662,298,25.35,2.19E+14,77966.87034,2.04E+16,4361972.935
0.32,15932,16190,17732,6037,248.644,240.313,15979.11988,36.542,1352,1889,316,2390,1648,335,25.05,2.21E+14,87103.995,5.51E+15,1206154.895
0.3,14868,16213,11017,7035,240.498,238.207,14579.01896,33.229,1372,1890,292,1759.5,1627,305,25.9,2.44E+14,92379.69828,5.46E+15,1242532.393
0.27,15466,16192,10505,6538,240.394,237.49,14768.69512,32.604,1389,1891,275,1911,1640,310,24.4,3.35E+14,121976.1771,6.77E+15,1502868.214
0.24,15151,16101,9141,7255,240.394,240.069,14580.02046,30.542,1341,1892,326,2450.667,1685,307,24.95,2.26E+14,91417.23621,7.81E+15,1597749.167
0.27,15250,16168,4092,6012,234.796,230.686,14697.79208,25.531,1385,887,257,1794.5,1642,307,25.85,1.69E+14,62098.18379,1.09E+17,24097375.7
0.4,15067,16154,14188,6019,241.303,244.408,14711.87048,31.979,1391,1893,275,1897.5,1639,309,25.3,4.60E+14,166457.2551,3.90E+16,8645848.083
0.36,15085,16194,1000,6028,252.193,246.882,14557.80922,33.34,1370,1894,295,1903,1640,306,25.65,3.56E+14,134401.8469,7.16E+15,1583860.667
0.25,15064,16210,12252,6002,240.303,235.941,14723.70944,32.667,1369,1895,298,1801.5,1649,309,26.05,2.00E+14,75707.82508,5.77E+15,1255194.663
0.3,14462,15348,9840,7190,243.385,253.01,14040.62924,25.521,1401,889,251,1884,1676,294,26,2.70E+14,95143.64407,7.23E+16,14970926.62
0.69,15478,18268,9878,8288,254.326,251.68,14355.14072,19.104,1377,891,291,2583,1653,300,25.5,1.62E+14,60137.6339,1.49E+16,3219669.222
0.71,14951,19511,11837,8536,252.123,256,14462.6658,23.553,1337,894,329,2995.667,1686,300,24.9,9.91E+13,40379.31797,6.40E+16,13073444.25
0.38,17150,16260,9346,6396,236.123,235.137,14797.82004,27.633,1350,1902,318,6029,1633,310,25.6,2.89E+14,114704.7076,4.20E+15,946119.2429
0.25,14807,16265,9323,6600,236.699,232.003,14425.08468,25,1367,1903,294,5863,1651,301,25.55,3.07E+14,117513.8427,1.17E+16,2558101.331
0.57,14681,16163,10010,8071,230.303,229.47,13808.61096,31.083,1345,1907,315,752,1649,290,26.95,2.72E+14,108723.4745,9.71E+16,21204938.57
0.73,15021,17884,8631,9337,243.339,235.693,14168.01286,25.592,1345,900,322,5632.333,1609,298,25.05,3.01E+14,120083.3807,1.14E+16,2672179.301
0.59,15849,18842,13066,9060,246.518,235.057,15498.8898,25.354,1384,1910,261,2170.333,1675,327,24.7,2.13E+14,77966.74,4.20E+16,8732186.781
0.8,14972,21834,13867,7223,240.288,242.268,14481.77536,32.396,1342,1912,331,2528.667,1680,306,23.8,4.83E+14,193817.5585,8.31E+15,1708553.869
0.85,14607,21528,11957,7528,240.163,241.792,13971.30856,32.167,1306,1913,336,2920.333,1671,295,25.35,2.39E+14,103693.9766,6.56E+15,1370058.039
0.5,15114,16190,12208,6524,240.08,242.33,14459.1838,29.104,1341,1914,315,8137,1690,305,25.5,3.85E+14,155100.2031,2.50E+16,5070540.4
0.41,15452,17177,6452,6300,241.704,250.064,14236.59632,24.162,1364,901,304,6436.667,1665,301,25.2,4.08E+14,156853.27,1.71E+17,36336573.91
0.57,14915,16828,13609,7413,240.226,245.018,14411.0088,35.208,1357,1916,323,2205,1653,304,25.65,4.37E+14,170713.7024,1.45E+16,3145586.46
0.53,15057,17292,12337,7316,240.247,243.154,14283.20392,36.042,1359,1917,325,6270,1675,302,25.5,3.89E+14,151175.5353,7.44E+15,1551115.644
0.45,14448,16271,12506,7325,240.184,240.913,14106.038,26.458,1350,1918,314,1988.5,1670,298,25.2,2.16E+14,85638.20603,2.21E+16,4644881.436
0.43,14756,16278,13051,6188,237.63,240.38,14326.91642,27.833,1367,903,302,1777.5,1672,302,25.65,1.82E+14,69415.22305,2.01E+16,4209973.806
0.36,14852,16254,11578,6219,249.115,240.38,14456.38596,20.469,1392,907,294,1776.5,1662,303,24.25,3.53E+14,127870.4783,5.81E+15,1242398.367
0.47,14249,16301,14271,6018,240.08,241.73,14283.12048,28.417,1397,1919,262,2037.5,1656,300,25.45,3.09E+14,110582.1885,1.54E+17,33275924.08
0.61,15683,15199,13332,8322,240.038,242.13,14724.47848,28.646,1363,1920,314,1575,1648,310,25.55,2.80E+14,107818.5234,7.84E+15,1717442.914
0.47,14636,14258,9979,9036,231.059,226.759,13867.46188,27.104,1388,1921,287,1575,1674,290,26.65,3.30E+14,120637.9915,1.74E+16,3627286.869
0.48,15345,16699,12589,6230,245.443,253.713,14719.13792,23.313,1379,911,271,2995,1667,307,25.5,3.00E+14,111327.3605,3.71E+16,7825993.615
0.46,15310,14277,8190,8551,240.163,238.719,14144.46422,20.896,1354,1924,340,1308.5,1664,296,25.25,3.56E+14,139355.4038,1.03E+17,21814221.38
0.67,15416,18239,11209,7008,240.187,240.386,14441.70804,28.082,1356,1926,292,2117,1664,305,25.1,3.45E+14,134247.6285,5.65E+15,1195977.707
0.7,15438,20289,15147,7500,242.931,248.854,14591.04612,23.531,1399,914,268,5815.5,1651,305,27.15,3.06E+14,108808.2483,1.05E+17,22775576.62
0.5,15477,16242,12205,6700,241.131,249.676,14708.42056,19.979,1382,915,298,6649.667,1668,306,25.55,2.95E+14,108881.4493,1.10E+16,2306919.476
0.7,14640,20311,15684,7600,241.24,247.898,14593.90892,22.5,1394,916,241,6956,1683,306,24.9,3.78E+14,135903.2069,8.29E+15,1703330.137
0.54,14353,16733,13359,7100,241.193,242.693,14396.19512,23.042,1370,918,297,2653.5,1677,303,25.4,2.11E+14,80215.08814,5.71E+15,1187288.639
0.61,14644,18241,14797,7306,255.402,245.146,14297.9138,21.354,1363,919,312,2323.667,1657,300,25.7,1.97E+14,75829.12881,8.42E+15,1814514.429
0.64,15416,18244,12587,6211,249.86,245.728,14310.33568,19.833,1363,920,290,1805.5,1660,300,24.55,3.38E+14,130416.822,1.89E+16,4049441.259
0.45,14807,17200,13265,6015,238.093,240.177,14615.16864,39.604,1350,922,325,1126,1654,307,25.7,1.46E+14,58008.70508,4.20E+16,9110054.413
0.48,15045,16161,12004,6832,241.326,234.01,14319.30108,25.429,1364,923,291,1985.667,1640,300,25.45,2.67E+14,102615.9032,5.24E+15,1165484.362
0.51,15002,16169,13420,6282,241.347,236.76,14565.15204,38.408,1355,924,306,1772,1657,305,25.4,2.43E+14,95337.984,8.52E+15,1837395.219
0.58,14457,18224,14458,6213,245.979,247.26,14347.87048,30.122,1398,925,285,4461,1671,303,25.1,2.79E+14,99785.49407,7.33E+15,1542275.267
0.63,15059,18978,13891,6715,246.906,248.451,14532.6748,29.938,1352,926,305,3859.667,1642,308,25.95,2.71E+14,106994.8907,6.90E+15,1529017.116
0.8,15310,21780,18070,7398,252.635,250.566,15008.12508,27.021,1369,927,278,3116.333,1667,315,26.2,3.34E+14,126978.0144,1.11E+16,2354566.778
0.72,14828,18723,13124,7045,256.551,252.177,14347.99954,29.98,1394,928,260,3441.667,1627,303,25.55,3.89E+14,139952.5593,7.42E+15,1685593.94
0.82,15185,22247,13293,7000,251.76,237.482,14601.12944,35.75,1352,1932,312,2100,1596,308,25.8,3.41E+14,134603.6258,6.99E+15,1683374.691
0.71,15507,20282,14863,7400,244.218,253.06,14609.10884,23.583,1383,933,262,5752,1660,310,24.55,4.65E+14,170308.3346,8.21E+15,1749305.589
0.92,15295,24410,17791,7559,256.388,247.954,14878.45612,27.429,1391,934,270,1907.5,1689,312,26.4,3.93E+14,141646.1034,7.66E+15,1551082.028
0.9,15465,24319,15392,8400,234.974,223.927,14672.35676,40.816,1383,1933,283,6220,1666,309,26.7,3.95E+14,145336.0576,7.99E+16,16882095.98
0.4,15165,17373,11040,6161,242.259,243.843,14933.19816,36.125,1380,1934,275,7762,1638,315,25.9,3.30E+14,122383.5779,5.08E+15,1131215.843
0.66,14797,19241,14095,7343,250.843,239.28,14389.2726,36.521,1337,1935,319,1995.5,1652,302,26.3,3.16E+14,128994.869,7.15E+15,1553181.673
0.61,15528,18710,14772,7548,246.91,250.878,14873.95308,32.96,1399,935,238,6697.333,1664,315,25,3.18E+14,113337.9068,7.41E+16,15762761.72
0.44,15556,16223,10967,6047,242.823,233.41,14665.70072,23.333,1359,936,312,1835.5,1627,308,25.15,3.24E+14,125952.3595,2.44E+16,5539249.04
0.5,15118,17110,6566,6744,253.864,253.098,14338.82288,28.896,1303,938,356,5544,1650,302,24.6,6.63E+13,29272.07271,1.15E+17,25227210.71
0.38,15203,16769,9628,6289,254.582,251.754,14070.65308,22.776,1350,939,303,3898.667,1662,298,26.45,6.98E+13,27655.2465,1.08E+16,2312745.42
0.58,14985,17912,10809,6016,251.293,247.21,14415.48824,22.917,1330,940,314,3041,1643,304,25.7,2.38E+14,98372.56552,5.88E+15,1296369.529
0.59,15261,17147,12433,6362,254.293,252.127,14810.86176,23.125,1354,941,315,6848.333,1662,313,24.55,2.59E+14,101362.7086,9.86E+15,2098604.686
0.68,14636,18130,10442,6365,253.793,249.922,13854.72116,23.188,1326,942,329,4182,1669,293,25.45,2.29E+14,95152.50533,7.08E+15,1485338.565
0.49,15054,16889,11992,6358,252.215,253.148,14329.97144,22.571,1364,943,298,3847.667,1679,300,25.95,2.49E+14,95207.15172,7.19E+15,1480929.509
0.55,15499,18242,10449,6312,252.023,252.776,14384.31352,24.25,1340,944,340,3956.667,1638,305,24.55,2.81E+14,112881.3498,9.08E+15,2011344.027
0.85,14034,22187,17218,6181,241.217,238.893,14081.47594,28.082,1341,951,326,1906.5,1672,300,27.35,1.36E+14,54961.25695,7.70E+15,1614667.938
0.77,14572,19693,12393,7197,244.6,238.869,13913.67884,18.125,1379,1941,276,2155.5,1670,296,27.25,1.08E+14,40438.25085,8.24E+16,17369456.55
0.55,14828,16152,14770,6220,241.048,238.598,15081.45288,65.75,1313,953,341,1820,1665,319,24.5,1.78E+14,76969.45862,1.54E+16,3284164.226
0.48,14528,16146,14640,6219,241.006,240.36,14077.28054,52.792,1357,954,298,1814.5,1652,299,26.95,1.02E+13,3982.903448,1.77E+16,3858900.648
0.57,15030,16345,12489,7000,242.403,243.772,14373.3053,23.489,1380,959,267,2701,1655,303,25.55,1.02E+14,37685.23322,7.99E+15,1726663.368
0.53,14903,18202,11084,5800,251.156,240.36,14312.94296,20.898,1345,963,336,2839,1640,301,26.5,4.91E+13,19563.58983,4.12E+16,9100815.198
0.6,14694,16130,10867,6249,241.153,237.106,14191.19776,30.333,1360,972,304,1659,1681,300,25.2,5.82E+13,22608.2222,5.76E+15,1191863.951
0.62,15275,16133,13783,6227,241.136,238.876,14241.25012,30.531,1339,973,324,1682,1652,300,25.55,2.25E+13,9168.277288,5.32E+15,1159207.756
0.36,14645,14139,9534,7009,225.102,219.31,14492.88048,31.042,1354,1954,312,1485.5,1650,303,24.5,6.05E+13,23826.38897,7.69E+15,1680876.86
0.47,15201,15224,15900,7024,230.956,226.032,15112.37948,32.458,1368,1955,302,1966,1671,320,26.4,7.35E+13,28055.77932,1.10E+16,2308696.988
0.4,15133,16005,9929,8080,240.112,231.496,14267.23072,23.813,1365,977,285,3076,1661,302,25.4,6.94E+12,2661.74678,7.05E+15,1507377.912
0.4,15125,16033,10007,7862,241.027,241.772,14341.40228,27.688,1341,978,329,1795,1676,304,24.65,6.47E+12,2609.637966,6.07E+15,1261312.686
0.29,15395,16131,3312,6286,241.223,236.811,14153.27408,22.354,1348,996,334,1483.5,1689,298,26.2,1.98E+13,7900.062712,4.66E+17,94863881.84
0.57,15194,16136,11885,6296,228.953,229.919,14363.18964,62.604,1357,1000,312,1711,1682,305,26,2.71E+13,10616.01492,5.07E+16,10463837.63
0.39,14556,14224,6808,6338,239.942,235.15,14056.46256,22,1340,1005,312,2493,1583,299,25.8,3.22E+12,1303.781695,7.53E+15,1854060.706
1,15297,27187,11991,7096,237.378,236.056,14264.205,39.022,1284,1976,380,2305.667,1693,300,25.7,2.72E+13,12500.92373,1.47E+16,2967676.596
0.9,15131,27217,14722,7078,235.918,231.471,14461.8008,34.469,1280,1977,358,2200.667,1679,300,24.8,2.42E+13,11220.40983,1.87E+16,3869844.521
0.86,14809,22748,13522,7352,232.163,240.886,13625.4442,25.979,1288,1978,346,2311.333,1633,286,30.1,4.68E+13,21337.67966,2.16E+16,4865133.651
0.8,16250,21194,14384,6000,239.1,238.1,14830.85204,25.938,1363,1985,346,2322,1656,307,41.25,1.69E+14,65188.74672,2.91E+16,6273256.808
0.62,15506,17150,10424,6005,227.1,232.6,14227.45336,30.935,1297,1986,371,2676.333,1666,295,25.25,6.51E+13,29085.58559,4.60E+15,976495.1637
1.02,14289,22344,10463,7879,234.1,235.191,13749.13132,28.938,1320,1988,381,3408,1679,288,30.7,1.58E+14,66915.51254,6.92E+15,1432730.542
0.7,14496,19130,13745,6988,236.806,232.391,14265.00808,25.938,1334,1997,313,2839.5,1635,300,26.35,2.93E+14,119962.7856,1.58E+16,3530978.867
0.93,15105,21136,14665,6982,239.16,232.395,14773.18116,27.938,1358,1998,314,3145.5,1689,310,25.25,3.50E+14,136274.9007,6.58E+15,1336926.538
0.69,13642,19100,15009,6995,239.16,234.327,14360.23364,30.042,1362,1999,303,2832.25,1694,300,24.6,3.97E+14,153086.1843,6.07E+15,1224417.888
0.61,14635,18054,14513,5508,239.16,235.314,14621.73736,32.184,1351,2000,346,2556,1661,306,25,1.53E+14,60548.76305,7.71E+15,1648359.053
0.69,14076,18152,13474,6303,239.16,239.36,14272.70026,28.184,1344,2002,278,3858.25,1634,298,25.55,1.89E+14,75933.94407,2.10E+16,4704318.523
0.75,14796,20405,14489,7300,239.16,243.517,14312.64412,29.51,1338,2003,327,3602.4,1635,300,25.05,3.29E+14,133773.2618,7.00E+15,1568234.989
0.64,14172,18926,13587,6000,242.452,243.069,14499.27124,28.646,1346,2004,290,2535,1676,305,24.65,1.45E+14,58121.0475,1.20E+16,2498481.981
0.6,14104,18928,14696,5500,239.976,242.716,14318.76396,33.98,1380,2005,296,2250,1640,300,26.2,9.43E+13,35053.863,1.42E+16,3161267.958
0.66,14297,19426,11945,8221,240.077,240.91,14136.57118,35.729,1352,2008,289,2700.333,1663,295,26.05,3.34E+12,1323.010345,8.04E+15,1718073.641
0.6,15579,17727,8987,7161,236.868,245.26,14735.46348,25.021,1351,2009,314,1920,1674,301,25.25,5.00E+13,19801.40593,7.78E+16,16288742.31
0.38,15046,16766,9416,7497,239.993,239.807,14760.30108,30.583,1353,2017,324,5382.25,1655,302,25,1.01E+13,3950.435085,8.81E+15,1901227.964
0.72,15062,20457,15004,6200,240.749,240.02,14830.65242,35.063,1360,1045,289,2505.667,1669,304,25.95,1.03E+13,3979.8025,6.96E+15,1467236.99
0.76,16008,20558,16092,6597,240.708,239.324,14659.08924,32.292,1338,1046,310,4698,1637,298,30,3.78E+13,15396.62999,5.39E+15,1203136.444
0.67,15776,19245,11179,8712,239.593,236.808,15024.17942,29.854,1353,2020,325,2898,1670,313,25.75,7.37E+13,29059.93424,2.01E+16,4239872.269
0.7,15168,20249,14377,6990,238.291,235.785,14448.53772,28.396,1386,1059,283,3062.75,1640,302,27,1.04E+14,38048.89302,1.71E+16,3806293.104
0.53,15313,16162,9852,6084,232.544,234.3,14338.91524,41.733,1349,1076,314,2357.5,1680,302,25.45,5.30E+13,21013.41288,2.09E+16,4315021.606
0.63,15246,16162,10036,6032,241.24,234.768,14198.60438,31.604,1322,1085,329,1746.333,1625,300,27.05,1.01E+14,42507.03712,7.80E+15,1779109.788
0.6,15626,16196,9436,7246,241.303,233.347,14176.10656,31.979,1331,1086,327,2076,1680,300,25.3,1.51E+14,62214.76881,7.99E+15,1650629.207
0.58,14886,16145,10534,6140,241.306,231.623,14055.76292,32.306,1322,1087,302,2441.5,1647,296,27.2,3.36E+13,14140.81322,6.52E+15,1427960.577
0.61,15879,17142,15073,6157,241.115,230.776,14726.10462,33.042,1376,1088,284,2188,1643,310,25.25,1.00E+14,37462.12542,6.04E+15,1330877.893
0.67,15116,18136,12010,6146,236.926,230.49,14218.36086,36.923,1371,1089,286,2295,1672,300,25.95,1.13E+14,42465.50708,1.74E+16,3631074.877
0.65,15357,18394,12790,6658,241.157,240.49,14068.03066,31.979,1371,1090,304,2254,1662,295,25.15,3.07E+14,115683.2069,1.00E+16,2124211.876
0.57,14992,16156,12201,6012,241.136,240.49,14841.18424,34.542,1367,1091,282,1991.5,1660,310,25.05,1.75E+13,6634.14386,1.09E+16,2334633.292
0.48,15520,17219,10591,6768,236.358,238.67,14427.28556,21.896,1365,2033,326,2744.5,1670,305,26.5,7.98E+13,30520.724,1.02E+16,2140641.124
0.48,15189,16364,10770,5800,241.959,242.961,14185.78166,30.102,1357,1092,324,2293.5,1653,300,25.45,8.82E+13,34293.688,1.03E+16,2217236.405
0.6,15232,17849,12504,6200,241.323,240.49,14463.1332,39.729,1360,1093,291,1910,1683,308,25.3,1.74E+14,67458.21879,7.87E+15,1615016.032
0.38,15338,17248,7709,5486,250.011,242.122,14026.60396,26.833,1367,1095,280,6788.333,1638,296,25.6,2.72E+14,104061.7434,5.38E+16,12004796.66
0.36,14971,16284,10964,6600,250.163,244.553,14654.75172,30.959,1356,1098,305,5447,1630,308,25.7,1.35E+14,52966.92203,7.21E+15,1631974.411
0.39,14148,15212,9886,6300,241.253,238.804,13942.65368,34.688,1380,1099,275,2418.5,1654,295,25.6,3.02E+13,11213.43909,1.48E+16,3199664.43
0.37,15009,15824,11725,6300,241.323,239.323,14470.7114,37.229,1365,1100,310,2672,1643,305,25.6,1.60E+14,61345.45966,6.79E+15,1501581.283
0.39,15694,16238,5774,7699,239.566,238.67,14273.49988,24.813,1327,3037,330,2858.5,1647,300,22.7,8.99E+13,37573.78233,1.45E+17,31879570.39
0.42,14554,16228,11360,6914,241.306,237.798,14382.46832,36.755,1382,1101,310,2329,1671,304,26.65,6.57E+13,24311.658,1.01E+16,2129840.012
0.45,14424,16205,10620,6024,239.878,230.49,14274.14124,36.306,1379,1102,293,2301,1664,300,26.1,1.33E+13,4963.947034,8.47E+15,1803480.533
0.65,14379,18208,12253,6167,239.969,230.49,14105.95988,46.333,1391,1103,259,2281,1658,295,26.6,2.25E+14,81573.97627,9.19E+15,1977953.383
0.6,15292,15229,10415,6000,239.816,242.003,14306.51776,23.542,1396,2038,300,4050,1650,300,26.45,1.33E+14,47731.82328,6.42E+16,14001996.12
0.6,15018,16174,12093,6748,243.878,228.905,13892.662,25.646,1383,2039,308,1793.5,1663,302,17.4,7.32E+13,26980.35254,4.95E+15,1054875.251
0.46,14483,16164,11806,6761,246.149,218.67,13924.242,30.333,1396,2040,280,1841,1684,302,18.3,1.18E+14,42157.61086,7.35E+15,1505797.818
0.57,14305,18317,9973,6159,243.707,228.813,14000.749,30.229,1375,1105,311,1871.5,1670,304,17.5,2.34E+13,8733.25709,1.17E+16,2445669.168
0.6,14284,18189,10468,6149,242.394,236.873,14070.336,29.771,1370,1106,284,1705,1680,305,15.05,1.94E+14,72962.82288,7.47E+15,1535587.663
0.53,14205,18181,9557,6145,240.295,230.74,13833.52,32.837,1402,1107,257,2154,1708,300,14.45,1.20E+14,42080.97102,1.38E+16,2694420.812
0.5,15269,17346,12484,6909,247.353,241.54,15315.74344,34.979,1383,1108,285,3669.5,1697,323,25.6,3.25E+13,11884.15549,1.32E+16,2625256.093
0.64,14988,18958,12504,6702,244.894,245.165,14645.28296,35.792,1378,1109,288,2989.333,1678,308,24.75,2.06E+14,75920.01966,1.01E+16,2083888.334
0.56,15483,16143,11712,6395,241.186,240.54,14062.70844,35.063,1389,1110,297,3249,1675,295,24.5,1.75E+14,63259.85259,1.59E+16,3300126.583
0.71,15186,18239,14468,7202,231.152,236.54,14428.7963,34.816,1386,1111,272,3346.667,1694,302,25.45,1.92E+14,70014.69492,1.03E+16,2063942.548
0.6,15401,16635,14149,6100,243.311,240.54,14100.9376,33.063,1387,1112,290,2740.5,1633,296,25.9,2.59E+13,9446.418136,1.79E+16,4018305.902
0.5,15270,16833,12724,7245,244.935,248.67,14337.66892,32.429,1377,2043,292,3121.5,1704,301,25.35,3.16E+14,118220.1098,2.28E+16,4514362.45
0.32,15045,16194,9031,6000,240.207,220.54,14442.04642,35.979,1349,1115,307,5378.5,1604,303,24.85,1.03E+14,40810.65932,7.40E+15,1757407.981
0.41,14843,16182,11820,6104,250.373,225.873,14528.80012,34,1389,1118,294,5339.25,1684,305,25.35,1.41E+14,51576.69153,5.76E+15,1182835.177
0.4,14092,16191,15708,6700,241.373,239.24,14537.3824,37.771,1420,1119,257,2960,1682,305,26,1.75E+14,59708.85103,8.12E+15,1675470.297
0.37,14327,16200,12000,5700,241.165,237.623,14173.08656,38.479,1398,1120,273,2296.667,1630,296,25.85,1.41E+14,50560.34322,6.97E+15,1577338.073
0.55,14360,16621,14464,7160,241.373,238.707,14506.7614,38.375,1387,1121,282,2337.333,1660,304,25.9,1.33E+14,48820.89724,5.09E+15,1092057.129
0.44,14135,16191,11543,6100,241.373,233.904,14291.55816,37.521,1372,1122,280,2303.333,1615,299,25.9,1.56E+14,59021.578,5.46E+15,1272290.227
0.5,14207,17204,11990,6155,244.805,239.694,14478.5773,28.592,1352,1123,318,1706,1652,308,26.45,2.34E+13,9247.405263,1.83E+16,3978622.37
0.42,15809,16161,7373,6727,238.058,227.003,14537.59948,36.571,1349,2045,318,2278,1650,307,26.4,1.66E+13,6582.368333,2.59E+16,5660332.922
0.34,14598,16157,8622,6741,242.772,238.67,14367.81876,24.98,1396,2046,291,1940,1693,304,24.9,1.67E+14,59855.28068,1.15E+16,2317655.993
0.4,15485,16140,10010,7547,242.42,229.07,14583.991,43.417,1371,2047,307,4057,1656,305,25.85,1.55E+14,58582.65153,9.12E+15,1960592.875
0.52,15044,16157,9015,6751,239.503,228.67,14220.72256,34.25,1375,2048,279,1754.25,1640,296,26.75,1.79E+13,6657.594915,2.65E+16,5839391.112
0.54,16436,16185,9022,9424,225.437,226.41,14550.28384,25.085,1344,2049,343,2985.667,1653,307,25.55,1.28E+14,51417.10381,1.14E+17,24858139.09
0.47,16147,17258,6991,8231,234.109,228.754,14328.24266,22.042,1340,1129,360,6248.333,1688,302,26.05,6.45E+13,26123.94828,8.97E+15,1827067.66
0.45,15187,17200,9000,8813,239.275,237.546,14362.5064,24.979,1360,1130,328,5831.5,1711,302,25.4,1.85E+14,71646.63254,9.07E+15,1775948.566
0.51,14958,17192,10058,8843,241.317,240.546,14248.92924,27.021,1358,1131,293,5377.75,1683,301,25.2,1.43E+14,55768.24068,7.70E+15,1586178.702
0.59,15570,17176,10841,8891,241.171,240.546,14545.1903,30.5,1397,1132,295,5440.5,1636,306,25.35,1.29E+14,46807.92102,3.75E+15,844673.6638
0.46,15476,17199,11436,6873,241.356,240.54,14484.7364,28.714,1370,1133,302,1900,1677,308,26.15,5.64E+13,21307.9322,6.82E+15,1412405.475
0.4,15463,17203,10536,6870,248.928,238.54,14560.54776,29.306,1341,1134,335,1904,1667,308,24.8,1.23E+14,49815.378,6.68E+15,1416713.036
0.45,15069,17189,11309,6863,241.356,240.54,14309.27908,26.633,1355,1135,273,1869,1650,302,36.2,4.05E+13,15762.04475,7.35E+16,15944852.97
0.5,14949,17195,8950,6896,244.181,240.61,13487.54448,25.939,1378,1136,282,1895.5,1608,285,35.8,5.05E+13,18677.792,2.02E+16,4717019.016
